Ticker,Url
FDS,https://www.marketbeat.com/stocks/NYSE/FDS/
WTRG,https://www.marketbeat.com/stocks/NASDAQ/WTRG/
TRMB,https://www.marketbeat.com/stocks/NASDAQ/TRMB/
BRO,https://www.marketbeat.com/stocks/NYSE/BRO/
Y,https://www.marketbeat.com/stocks/NYSE/Y/
NNN,https://www.marketbeat.com/stocks/NYSE/NNN/
PG,https://www.marketbeat.com/stocks/NYSE/PG/
KO,https://www.marketbeat.com/stocks/NYSE/KO/
MDLZ,https://www.marketbeat.com/stocks/NASDAQ/MDLZ/
PM,https://www.marketbeat.com/stocks/NYSE/PM/
MO,https://www.marketbeat.com/stocks/NYSE/MO/
CL,https://www.marketbeat.com/stocks/NYSE/CL/
KMB,https://www.marketbeat.com/stocks/NYSE/KMB/
EL,https://www.marketbeat.com/stocks/NYSE/EL/
SYY,https://www.marketbeat.com/stocks/NYSE/SYY/
STZ,https://www.marketbeat.com/stocks/NYSE/STZ/
GIS,https://www.marketbeat.com/stocks/NYSE/GIS/
MNST,https://www.marketbeat.com/stocks/NASDAQ/MNST/
ADM,https://www.marketbeat.com/stocks/NYSE/ADM/
HSY,https://www.marketbeat.com/stocks/NYSE/HSY/
TSN,https://www.marketbeat.com/stocks/NYSE/TSN/
